img_path,img_label
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2081.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1577.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2718.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0127.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_3189.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_3176.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0286.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1364.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0278.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2309.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0683.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1212.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1010.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0326.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0291.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1158.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0087.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0093.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0078.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2653.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2875.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2478.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1171.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1617.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_3000.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1603.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2487.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1818.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1777.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2083.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0874.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0647.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0109.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1565.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2291.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0337.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2246.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_3164.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0479.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1834.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2440.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0519.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1607.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_3010.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0900.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2656.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2118.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0097.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2680.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2694.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1014.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1772.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1969.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1564.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1558.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0646.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1599.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2721.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0334.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1162.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0095.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2654.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0725.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1605.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0269.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2318.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2495.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1003.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1759.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2734.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1598.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0636.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2592.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1851.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0583.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1138.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0024.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2626.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2430.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0435.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0353.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1059.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0637.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_1271.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_2744.jpg,spaghetti
/home/nckusoc/桌面/claire/course-img-classification/dataset/train/0_spaghetti/spaghetti_0392.jpg,spaghetti
